CBS	Naam	Prov	herindeling	suppletie bommenregeling	Suppletie nieuwe verdeling GF	suppletie-uitkering ingroeipad decentralisatie-uitkering maatschappelijke opvang	ART.12	Beschermd wonen	Participatie	100 jaar vriendschap Turkije-Nederland	aanpak laaggeletterdheid	aanpak recreatieparken	alleenverdieners	armoedebestrijding kinderen	bed, bad en brood	beeldende kunst en vormgeving	begeleiding jongeren naar werk	behoud sociale voorzieningen Groningen	bodembescherming	BRP: Centralisering Inschrijving Vergunninghouders	dakloze EU burgers	einde lening inburgeringsplichtig	Ex Ante Impact Analyse NPLV	experiment gesloten coffeeshopketen	extra capaciteit BOA's	faciliteitenbesluit opvangcentra	gemeentelijke antidiscriminatie voorzieningen	jeugd	jeugdhulp aan kinderen in een AZC	knelpunten verdeelproblematiek	landelijke aanpak adreskwaliteit	LHBTI-beleid	maatschappelijke begeleiding	maatschappelijke opvang	Nationaal Actieplan Dakloosheid	Nederlands-Soedanese repatrianten	outreachend werken	personen met verward gedrag	regionale doelgroepen specifieke aanpak	Regionale Energie Strategieën	slavernijverleden	social labs	toekomstbestendig maken energiebeleid	Uitstapprogramma prostituees	uitvoeringskosten Lbv en Lbv-plus	uitvoeringskosten Omgevingswet	veilig wonen	veilige steden	veiligheidshuizen	vergunningverlening, toezicht en handhaving	verkeersveiligheid	versterking arbeidsmarktregio's	versterking omgevingsveiligheidsdiensten	voorschoolse voorziening peuters	vrouwenopvang	weerbare gemeenschappen tegen ondermijnende criminaliteit	Wet betaalbare huur	Wet kwaliteitsborging bouw	work in Nederland
758	Breda	10	0	289369	-18981112	0	0	36540761	25527018	0	231951	0	190780	862334	0	150000	530202	0	381937	0	0	22427	12389	140000	62586	0	26168	436799	28045	0	44210	20000	11850	6238706	886205	0	0	0	136659	490082	0	0	370500	0	0	547441	7062	25000	0	319097	0	400077	36000	287612	7962633	0	110205	91152	0
1706	Cranendonck	10	0	0	-67948	0	0	0	2290987	0	0	0	16780	65803	0	0	0	0	0	785055	0	1699	0	0	32249	902947	2927	0	71828	0	2681	0	0	0	0	0	0	0	0	574671	0	0	370500	0	32570	122321	7062	0	0	100204	0	0	4000	34051	0	0	23324	14078	0
762	Deurne	10	0	0	-1326981	0	0	0	4432658	0	0	0	16780	102929	0	0	0	0	0	0	0	6116	0	0	34376	0	4629	0	0	0	5635	0	0	0	0	0	0	0	0	0	0	0	0	0	70724	173014	7062	0	0	65668	0	0	11000	47296	0	0	31791	23908	0
766	Dongen	10	0	0	0	0	0	0	1597799	0	0	0	12280	83739	0	0	0	0	0	0	0	4078	0	0	33247	0	3818	0	0	0	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112473	7062	0	0	40860	0	0	4000	37424	0	0	24571	15559	0
1719	Drimmelen	10	0	0	0	0	0	0	1573650	0	0	0	24280	55172	0	0	0	0	0	0	0	4078	0	0	33425	0	3929	0	0	0	4953	0	7110	0	0	0	0	0	0	0	0	0	0	0	0	149182	7062	0	0	76369	0	0	3000	37436	0	0	21954	15609	0
770	Eersel	10	0	0	799247	0	0	0	2944117	0	0	0	9280	44486	0	0	0	0	0	0	0	2039	0	0	31975	0	2808	0	0	0	3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123439	7062	0	0	94853	0	0	4000	33382	0	0	23034	14416	0
772	Eindhoven	10	0	299350	-49136863	0	0	51826008	38208935	0	207521	0	321280	1280785	0	550226	401215	0	329226	0	448304	42815	12389	0	72176	0	34210	422920	22878	0	77060	20000	4740	11652759	1658332	6640	0	415042	136659	0	0	0	0	0	0	665465	7062	30000	319550	304017	3206	400077	37000	366659	7410766	35000	152062	129130	0
777	Etten-Leur	10	0	0	0	0	0	0	6354150	0	0	0	24280	178164	0	0	0	0	0	0	0	6116	0	0	36502	0	6257	0	680	0	3863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168200	7062	0	0	98258	0	0	13000	68991	0	0	27647	25264	0
779	Geertruidenberg	10	0	0	0	0	0	0	2273891	0	0	0	19780	86138	0	0	0	0	0	0	0	5777	0	0	32392	0	3102	0	0	0	2091	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	98766	7062	0	0	176573	0	0	7000	31117	0	0	23092	13917	0
1771	Geldrop-Mierlo	10	0	0	956795	0	0	0	1945583	0	0	0	57280	161182	0	0	0	0	0	0	0	4078	0	0	35794	0	5676	0	1666	0	3545	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	145322	7062	0	0	90962	0	0	7000	57088	0	0	26728	20122	0
1652	Gemert-Bakel	10	0	0	-1387147	0	0	0	4914937	0	0	0	24280	107754	0	0	0	0	0	0	0	4418	0	0	34064	0	4405	0	0	0	3863	0	0	0	0	0	0	0	0	0	0	0	0	0	25126	171827	7062	0	0	110419	0	0	12000	52593	0	0	26191	22018	0
784	Gilze en Rijen	10	0	121949	316116	0	0	0	2037666	0	0	0	36280	114869	0	0	0	0	0	636291	0	2039	0	0	33313	42801	3764	0	118365	0	3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130773	7062	0	0	0	0	0	6000	43327	0	0	22944	16615	0
785	Goirle	10	0	21074	3078682	0	0	0	2689529	0	0	0	31780	62777	0	0	0	0	0	0	0	5777	0	0	32798	0	3393	0	5099	0	2909	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	112502	7062	0	0	58371	0	0	4000	36507	0	0	21768	13759	0
1655	Halderberge	10	0	0	0	0	0	0	5904790	0	0	0	48280	137494	0	0	0	0	0	0	0	6796	0	0	34002	0	4357	0	0	0	2863	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	145791	7062	0	0	159548	0	0	7000	48746	0	0	23403	19610	0
1658	Heeze-Leende	10	0	0	594463	0	0	0	1190462	0	0	0	9280	29767	0	0	0	0	0	0	0	1020	0	0	31364	0	2334	0	0	0	3954	0	0	0	0	0	0	0	0	0	0	0	0	0	26056	126689	7062	0	0	40860	0	0	3000	23040	0	0	23415	12090	0
794	Helmond	10	0	0	-9344894	0	0	20254003	18724438	0	146222	0	219280	598605	0	0	247909	0	288613	0	0	11893	0	0	45569	0	13320	264084	20226	0	6543	20000	2370	3054562	434548	0	0	0	136659	0	0	0	0	0	0	288305	7062	0	0	176573	2404	400077	22000	152339	2286796	0	58177	45260	0
797	Heusden	10	0	0	-2999616	0	0	0	3965442	0	0	0	36280	128962	0	0	0	0	0	0	0	3058	0	0	36713	0	6433	0	0	0	4590	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	183722	7062	0	0	81720	0	0	9000	61900	0	0	25893	22671	0
798	Hilvarenbeek	10	0	16816	0	0	0	0	1476409	0	0	0	9280	37399	0	0	0	0	0	0	0	2039	0	0	31262	0	2239	0	0	0	2091	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	120242	7062	0	0	109933	0	0	4000	27091	0	0	23854	13527	0
1659	Laarbeek	10	0	0	0	0	0	0	2617262	0	0	0	12280	64822	0	0	0	0	0	0	0	2039	0	0	32584	0	3265	0	0	0	2818	0	7110	0	0	0	0	0	0	0	0	0	0	0	0	116834	7062	0	0	79288	0	0	3000	35276	0	0	22802	15188	0
1982	Land van Cuijk	10	4127052,16	0	1230306	0	0	0	17018533	0	0	0	51280	291833	0	0	0	0	0	0	0	8835	0	0	45117	317313	12832	0	79001	0	6589	0	0	0	0	56460	0	0	0	406434	0	0	0	0	63279	433109	7062	0	0	602198	0	0	24000	141061	0	0	36297	54749	0
809	Loon op Zand	10	0	105557	981324	0	0	0	3215125	0	0	0	16780	70982	0	0	0	0	0	0	0	2038	0	0	32714	0	3340	0	0	0	3136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115267	7062	0	0	51561	0	0	5000	33766	0	0	25083	13969	0
1991	Maashorst	10	1043844,15	0	0	0	0	0	10608129	0	0	0	48280	211992	0	0	0	0	0	0	0	8835	0	0	39150	0	8272	0	0	0	4590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246420	7062	0	0	325907	0	0	16000	89667	0	0	31844	34608	0
1948	Meierijstad	10	0	0	0	0	0	0	16889148	0	0	0	36280	246965	0	0	0	0	0	0	0	6456	0	0	43527	36649	11750	0	22198	0	6498	0	7110	0	0	0	0	0	0	0	0	0	0	0	0	330960	7062	0	0	267049	0	0	17000	121762	0	0	36645	48587	0
1709	Moerdijk	10	0	339297	-2277019	0	0	0	2927052	0	0	0	36280	134931	0	0	0	0	0	0	0	5776	0	0	35259	0	5293	0	0	0	3317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206915	7062	0	0	719913	0	0	29000	66440	0	0	24567	30234	0
820	Nuenen, Gerwen en Nederwetten	10	0	0	693664	0	0	0	1668225	0	0	0	9280	75016	0	0	0	0	0	0	0	2718	0	0	32751	0	3371	0	0	0	2409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107122	7062	0	0	0	0	0	3000	34465	0	0	24252	13720	0
823	Oirschot	10	0	0	0	0	0	0	2793938	0	0	0	9280	43178	0	0	0	0	0	0	0	1020	0	0	31847	0	2697	0	32396	0	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	6514	131819	7062	0	0	58371	0	0	4000	29862	0	0	27314	14848	0
824	Oisterwijk	10	588700,17	0	681661	0	0	0	4604594	0	0	0	16780	77611	0	0	0	0	0	0	0	2718	0	0	34364	139972	4624	0	75771	0	3545	0	7110	0	0	0	0	0	0	0	0	0	0	0	0	153364	7062	0	0	0	0	0	7227	44369	0	0	26639	19305	0
826	Oosterhout	10	0	150071	-353488	0	0	0	6981218	0	0	0	91780	278068	0	0	0	0	0	0	0	6456	0	0	38796	0	8060	0	27569	0	3545	0	2370	0	0	6200	0	0	0	0	0	0	0	0	0	207743	7062	0	0	309855	0	0	13000	84588	0	0	27861	32382	0
828	Oss	10	0	0	-2652163	0	0	20144815	20111394	0	0	0	151780	384623	0	0	0	0	0	0	0	10874	0	0	45551	0	13255	0	42934	0	10814	20000	0	3186534	454753	0	0	0	0	0	0	0	0	0	0	345010	7062	0	0	334662	0	0	27000	149738	0	0	57754	48642	0
1667	Reusel-De Mierden	10	0	51462	179	0	0	0	2958665	0	0	0	9280	36145	0	0	0	0	0	0	0	3058	0	0	30784	0	1901	0	0	0	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	6514	105373	7062	0	0	0	0	0	1000	24660	0	0	21775	12420	0
1674	Roosendaal	10	0	190905	-2636474	0	0	0	15973754	0	0	0	147280	438323	0	0	0	0	0	0	0	7816	12389	0	42700	0	10894	0	0	0	9315	20000	4740	0	0	0	0	0	0	0	0	0	0	0	0	275050	7062	0	0	147388	0	0	24000	122384	0	0	57566	41771	0
840	Rucphen	10	0	0	0	0	0	0	6909329	0	0	0	16780	81559	0	0	0	0	0	0	0	1020	0	0	32635	0	3318	0	2244	0	3227	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	122575	7062	0	0	46697	0	0	5000	33953	0	0	21199	14258	0
796	's-Hertogenbosch	10	0	0	-12593311	0	0	33839835	25365633	0	201908	0	210280	694665	85875	150000	459546	0	273923	0	0	25825	0	0	57260	0	22283	340803	56429	0	19674	17000	7110	5189562	739576	0	0	326033	136659	0	0	0	0	869439	0	472126	7062	0	251020	302558	0	989664	35000	237372	6958273	0	90131	75672	0
845	Sint-Michielsgestel	10	0	0	1302105	0	0	0	4547325	0	0	0	19780	72727	0	0	0	0	0	0	0	3738	0	0	33829	0	4230	0	0	0	2863	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	135029	7062	0	0	15566	0	0	3000	45428	0	0	24654	15607	0
847	Someren	10	0	23328	-1659273	0	0	0	1833509	0	0	0	9280	54681	0	0	0	0	0	0	0	4757	0	0	31956	0	2816	0	2346	0	3681	0	4740	0	0	0	0	0	0	0	0	0	0	0	96780	122332	7062	0	0	18971	0	0	6000	30149	0	0	22174	16214	0
848	Son en Breugel	10	0	0	406162	0	0	0	843207	0	0	0	12280	51519	0	0	0	0	0	0	0	680	0	0	31607	0	2528	0	0	0	2363	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	88572	7062	0	0	38914	0	0	4000	26576	0	0	23243	11597	0
851	Steenbergen	10	0	0	-767185	0	0	0	3007765	0	0	0	31780	83957	0	0	0	0	0	0	0	2718	0	0	32864	0	3454	0	0	0	3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168611	7062	0	0	39887	0	0	5000	37860	0	0	22984	15980	0
855	Tilburg	10	128064,81	10221	-18927712	0	0	67062105	31946560	0	195306	0	270280	1351090	40678	150000	402742	0	501611	0	0	28544	12389	173750	69620	0	31961	826949	49698	0	84102	20000	2370	8899865	1269231	0	0	599060	136659	347526	0	244000	370500	523603	0	646974	7062	30000	461230	368712	4007	400077	48301	363786	6230676	0	135641	124638	0
858	Valkenswaard	10	0	0	-1763577	0	0	0	4023609	0	0	0	12280	106310	0	0	0	0	0	0	0	4078	0	0	34149	0	4425	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136591	7062	0	0	18971	0	0	4000	42213	0	0	27425	18776	0
861	Veldhoven	10	0	0	413534	0	0	0	4409769	0	0	0	19780	133487	0	0	0	0	0	0	0	4078	0	0	36805	0	6515	0	7275	0	4044	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	160084	7062	0	0	103609	0	0	7000	61314	0	0	30265	23924	0
865	Vught	10	431852,66	17625	2080382	0	0	0	5042822	0	0	0	36280	78660	0	0	0	0	0	0	0	3058	0	0	34233	0	4507	0	0	0	3817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140636	7062	0	0	0	0	0	8016	48514	0	0	26754	16842	0
866	Waalre	10	0	3998	1123567	0	0	0	1339007	0	0	0	12280	49611	0	0	0	0	0	0	0	2378	0	0	31606	0	2524	0	0	0	1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86617	7062	0	0	16052	0	0	2000	25618	0	0	23135	10186	0
867	Waalwijk	10	0	9085	-2369953	0	0	0	6216224	0	0	0	51280	189722	0	0	0	0	0	0	0	5437	0	0	37421	0	7011	0	0	0	4908	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	186044	7062	0	0	395466	0	0	17000	69027	0	0	29304	28299	0
873	Woensdrecht	10	0	150542	-1217461	0	0	0	2536853	0	0	0	16780	67657	0	0	0	0	0	0	0	2378	0	0	32440	0	3115	0	8430	0	3090	0	4740	0	0	0	0	0	0	0	0	0	0	0	6514	133486	7062	0	0	62749	0	0	6000	31717	0	0	23354	14535	0
879	Zundert	10	0	0	0	0	0	0	2135042	0	0	0	19780	70437	0	0	0	0	0	0	0	5437	0	0	32432	158482	3161	0	0	0	4771	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	149768	7062	0	0	42319	0	0	3000	30825	0	0	24755	16731	0
888	Beek	11	0	0	427253	0	0	0	1275616	0	0	0	16780	58934	0	0	0	0	0	0	0	2039	0	0	31295	0	2264	0	0	0	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81456	7062	0	0	51561	0	0	3000	21829	0	0	22562	10855	0
1954	Beekdaelen	11	0	0	499422	0	0	0	5397804	0	0	0	31780	115441	0	0	0	0	0	0	0	7815	0	0	35050	72721	5048	0	34911	0	2318	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	159697	7062	0	0	43292	0	0	8000	52444	0	0	26181	17769	0
889	Beesel	11	0	0	-691495	0	0	0	1657505	0	0	0	16780	58934	0	0	0	0	0	0	0	1020	0	0	30844	0	1888	0	0	0	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78549	7062	0	0	20430	0	0	4000	19489	0	0	20796	9413	0
893	Bergen (L.)	11	0	63498	-287378	0	0	0	2617174	0	0	0	9280	41215	0	0	0	0	0	0	0	1699	0	0	30781	0	1841	0	6731	0	2136	0	0	0	0	0	0	0	0	0	0	0	0	0	19542	117480	7062	0	0	12161	0	0	4000	25284	0	0	20372	10500	0
899	Brunssum	11	0	0	165019	0	0	0	10776000	0	0	0	48280	148833	0	0	0	0	0	0	0	2378	0	0	33489	0	3885	0	0	0	2590	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	107257	7062	0	0	81233	0	0	3000	39109	0	0	27103	17066	0
1711	Echt-Susteren	11	0	91174	0	0	0	0	3740166	0	0	0	19780	107618	0	0	0	0	0	0	0	6456	0	0	34248	86045	4487	0	21382	0	3590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163171	7062	0	0	161008	0	0	11000	45729	0	0	27148	19278	0
1903	Eijsden-Margraten	11	0	0	-841095	0	0	0	1739402	0	0	0	19780	50402	0	0	0	0	0	0	0	2718	0	0	33160	0	3648	0	32396	0	2454	0	4740	0	0	0	0	0	0	0	0	0	0	0	25126	135255	7062	0	0	0	0	0	7000	50007	0	0	25970	14358	0
907	Gennep	11	0	135215	2426802	0	0	0	5568004	0	0	0	12280	59697	0	0	0	0	0	0	0	3398	0	0	31511	0	2493	0	0	0	5498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99324	7062	0	0	28213	0	0	3000	26594	0	0	22525	13638	0
1729	Gulpen-Wittem	11	0	0	-1988982	0	0	0	1968128	0	0	0	12280	36254	0	0	0	0	0	0	0	2039	0	0	30985	0	1995	0	0	0	2500	0	2370	0	0	0	0	0	0	0	0	0	0	0	6514	104536	7062	0	0	0	0	0	1000	32500	0	0	24521	10039	0
917	Heerlen	11	0	0	-2184214	0	0	34182507	30130927	0	224564	0	199780	769354	81356	150000	444233	0	317129	0	0	14272	12389	83750	44511	0	12228	277192	43478	0	10905	20000	9480	5796185	835140	0	187500	0	136659	454883	0	0	0	0	0	265163	7062	0	0	207705	0	400077	19000	157765	3102895	0	75548	46726	0
1507	Horst aan de Maas	11	0	36614	-1933664	0	0	0	4255520	0	0	0	19780	90772	0	0	0	0	0	0	0	2378	0	0	36245	0	6125	0	12884	0	7588	0	2370	0	0	0	0	0	0	0	0	0	0	0	51182	236646	7062	0	0	162953	0	0	10000	67682	0	0	30263	29932	0
928	Kerkrade	11	0	0	0	0	0	0	19895474	0	0	0	96280	321137	0	0	0	0	0	0	0	4078	0	0	36794	0	6403	0	0	0	4181	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	152962	7062	0	0	152252	0	0	6000	69825	0	0	38554	26575	0
882	Landgraaf	11	0	0	1957311	0	0	0	11089035	0	0	0	60280	220388	0	0	0	0	0	0	0	5097	0	0	35273	0	5218	0	4793	0	4681	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	134037	7062	0	0	75396	0	0	6000	55612	0	0	26597	19623	0
1640	Leudal	11	0	0	0	0	0	0	3405596	0	0	0	24280	90063	0	0	0	0	0	0	0	5777	0	0	35047	305770	5073	0	35897	0	4044	0	7110	0	0	0	0	0	0	0	0	0	0	0	19542	204845	7062	0	0	104582	0	0	8000	54601	0	0	26738	24372	0
1641	Maasgouw	11	0	40675	981346	0	0	0	2455624	0	0	0	12280	52828	0	0	0	0	0	0	0	4078	0	0	32797	0	3411	0	0	0	5816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114246	7062	0	0	523396	0	0	5000	34029	0	0	24315	14049	0
935	Maastricht	11	0	0	-11495864	0	0	24773381	20842348	0	0	0	207280	616868	83616	324169	0	0	358855	0	0	19029	0	207500	50702	224500	17227	230543	61936	0	58795	20000	18960	6022367	865197	0	0	337034	0	0	0	0	370500	0	0	356772	7062	30000	259490	368226	0	0	32000	159802	4137989	0	125567	69873	0
938	Meerssen	11	0	0	-31757	0	0	0	2024949	0	0	0	16780	41706	0	0	0	0	0	0	0	4078	0	0	31814	0	2611	0	0	0	2681	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	90467	7062	0	0	29672	0	0	5000	27449	0	0	22269	10816	0
944	Mook en Middelaar	11	0	19048	0	0	0	0	644612	0	0	0	9280	19844	0	0	0	0	0	0	0	1699	0	0	29814	0	1129	0	0	0	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60006	7062	0	0	41833	0	0	2000	12488	0	0	20731	6678	0
946	Nederweert	11	0	0	-1224656	0	0	0	2802761	0	0	0	16780	42742	0	0	0	0	0	0	0	2378	0	0	31536	0	2456	0	0	0	3954	0	0	0	0	0	0	0	0	0	0	0	0	0	121906	126679	7062	0	0	86584	0	0	5000	27612	0	0	22707	15754	0
1894	Peel en Maas	11	0	0	-2227517	0	0	0	6653481	0	0	0	19780	120621	0	0	0	0	0	0	0	2378	0	0	36463	0	6355	0	0	0	9406	0	0	0	0	0	0	0	0	0	0	0	0	0	13028	225188	7062	0	0	147874	0	0	9000	70046	0	0	28476	28804	0
1669	Roerdalen	11	0	173748	0	0	0	0	3122568	0	0	0	24280	65067	0	0	0	0	0	0	0	1020	0	0	32170	0	2906	0	0	0	3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128196	7062	0	0	84638	0	0	4000	33444	0	0	27000	12765	0
957	Roermond	11	0	0	-3214202	0	0	0	12060184	0	142145	0	123280	357963	0	0	222492	0	0	0	0	10534	0	0	39272	0	8419	0	7513	0	6271	20000	0	0	0	0	0	0	136659	0	0	0	0	0	0	208110	7062	0	0	239323	0	400077	20000	99806	0	0	41312	32915	0
965	Simpelveld	11	0	0	-269971	0	0	0	2379104	0	0	0	16780	39689	0	0	0	0	0	0	0	1020	0	0	30291	0	1459	0	0	0	2409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64953	7062	0	0	13620	0	0	2000	14351	0	0	22096	7867	0
1883	Sittard-Geleen	11	0	0	-1331145	0	0	0	14842008	0	0	0	136780	478393	0	150000	0	0	0	0	0	11214	0	0	45405	0	12946	176185	10368	0	7452	20000	21330	0	0	0	0	0	0	0	0	0	0	0	0	295193	7062	0	0	213055	0	0	40000	134586	0	0	67947	51804	0
971	Stein	11	0	0	-1103237	0	0	0	2875185	0	0	0	28780	60842	0	0	0	0	0	0	0	2718	0	0	32969	0	3477	0	1904	0	1954	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	102058	7062	0	0	149333	0	0	7000	29601	0	0	23206	13212	0
981	Vaals	11	0	0	-1318959	0	0	0	1676572	0	0	0	12280	43778	0	0	0	0	0	0	0	2718	0	0	30218	0	1430	0	0	0	2409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68637	7062	0	0	29186	0	0	1000	18172	0	0	26504	8816	0
994	Valkenburg aan de Geul	11	0	0	-813651	0	0	0	1635290	0	0	0	12280	47512	0	0	0	0	0	0	0	1020	0	0	31387	0	2305	0	0	0	3227	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	90481	7062	0	0	31618	0	0	3000	23989	0	0	27905	10991	0
983	Venlo	11	0	571346	-13266580	0	0	52231757	15683939	0	150637	0	183280	587320	0	150000	276748	0	357742	0	316608	9175	0	0	47310	0	14503	424462	2957	0	14904	20000	2370	8221345	1171172	51060	0	278028	136659	428487	0	0	370500	0	0	346309	7062	0	214060	347796	0	400077	40000	165735	5211850	0	70921	61462	182645
984	Venray	11	0	406	-1746214	0	0	0	11037957	0	0	0	63280	178409	0	0	0	0	0	0	0	7136	0	0	36473	0	6264	0	306	0	5407	0	0	0	0	0	0	0	0	0	0	0	0	0	224269	225488	7062	0	0	379900	0	0	11000	72676	0	0	28385	33844	0
986	Voerendaal	11	0	0	-391799	0	0	0	1038814	0	0	0	12280	43069	0	0	0	0	0	0	0	1360	0	0	30661	0	1741	0	0	0	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78023	7062	0	0	16052	0	0	2000	19741	0	0	21551	8498	0
988	Weert	11	0	111281	-3183087	0	0	0	8532405	0	0	0	79780	201170	0	0	0	0	0	0	0	8156	0	0	37644	0	7140	0	0	0	6498	0	0	0	0	0	0	0	0	0	0	0	0	0	6514	209307	7062	0	0	229108	0	0	14000	72831	0	0	31698	30235	0
34	Almere	12	0	459384	0	0	0	49988566	10753879	0	209102	0	187780	1355311	49717	150000	465504	0	0	0	0	26505	0	83750	68275	603047	31276	457617	45959	0	25308	20000	47400	8576778	1225661	0	0	267027	136659	0	0	0	370500	138766	0	636976	7062	30000	205590	206245	0	400077	26000	396728	6024854	0	83144	80167	0
303	Dronten	12	0	0	243979	0	0	0	1996666	0	0	0	43780	174430	0	0	0	0	0	0	0	1360	0	0	36156	218660	6119	0	132234	0	9497	0	4740	0	0	3840	0	0	0	0	0	0	0	0	6514	313851	7062	0	0	124039	0	0	11000	72716	0	0	26077	25404	0
995	Lelystad	12	0	0	3988660	0	13534311	0	7518193	0	0	0	103780	569656	0	150000	0	0	0	0	0	16650	0	0	43186	0	11655	463015	0	0	9951	20000	9480	0	0	0	0	0	0	0	0	0	0	0	0	355894	7062	0	0	322502	0	0	15000	148526	0	0	56783	37874	0
171	Noordoostpolder	12	0	0	-21157	0	0	0	6164906	0	0	0	48280	258578	0	0	0	0	0	0	0	5436	0	0	37192	144072	6980	0	100009	0	6907	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	394676	7062	0	0	385737	0	0	12000	91528	0	0	29667	34112	0
184	Urk	12	0	1986	-3213901	0	0	0	1878910	0	0	0	9280	51901	0	0	0	0	0	0	0	2378	0	0	32291	0	3064	0	0	0	3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90977	7062	0	0	46211	0	0	4000	44916	0	0	23294	9682	0
50	Zeewolde	12	0	0	318720	0	0	0	477659	0	0	0	12280	94207	0	0	0	0	0	0	0	4078	0	0	32598	624865	3325	0	25971	0	6771	0	16590	0	0	0	0	0	0	0	0	0	0	0	0	219859	7062	0	0	93881	0	0	3000	39899	0	0	22167	17155	0
